index,2021-06,2021-03,2021-09,symbol
Lợi ích của cổ đông không kiểm soát (trước 2015),0,,,CTG
Nghĩa vụ nợ tiềm ẩn,115884455000000,,,CTG
Thư tín dụng,54377157000000,,,CTG
Thư tín dụng trả ngay,0,,,CTG
Thư tín dụng trả chậm,0,,,CTG
Thư tín dụng khác,54377157000000,,,CTG
Bảo lãnh tín dụng,61507298000000,,,CTG
Bảo lãnh vay vốn,8215682000000,,,CTG
Bảo lãnh thanh toán,0,,,CTG
Bảo lãnh thực hiện hợp đồng,0,,,CTG
Bảo lãnh dự thầu,0,,,CTG
Bảo lãnh xuất khẩu,0,,,CTG
Bảo lãnh khác,53291616000000,,,CTG
Cam kết tín dụng,685799967000000,,,CTG
Cam kết trong giao dịch hối đoái,546902631000000,,,CTG
Cam kết mua ngoại tệ,12159347000000,,,CTG
Cam kết bán ngoại tệ,12373429000000,,,CTG
Cam kết hoán đổi ngoại tệ,522369855000000,,,CTG
Cam kết giao dịch tương lại,0,,,CTG
Cam kết cho vay không hủy ngang,0,,,CTG
Cam kết trong nghiệp vụ L/C,54377157000000,,,CTG
Cam kết khác,84520179000000,,,CTG
Tiền và các khoản tương đương tiền,247979980612,390066729684,723250745829,TCH
Tiền,247979980612,390066729684,723250745829,TCH
Các khoản tương đương tiền,0,0,0,TCH
Các khoản đầu tư tài chính ngắn hạn,5155957393973,5084563859726,5105331393973,TCH
Đầu tư ngắn hạn,0,0,0,TCH
Dự phòng giảm giá đầu tư ngắn hạn,0,0,0,TCH
Đầu tư giữ đến ngày đáo hạn,5155957393973,5084563859726,5105331393973,TCH
Các khoản phải thu ngắn hạn,1080646482294,1013677686133,935550306475,TCH
Phải thu khách hàng,741029028123,702267311437,689693292254,TCH
Trả trước cho người bán,187079609071,156254433318,80639419588,TCH
Phải thu nội bộ ngắn hạn,0,0,0,TCH
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,TCH
Phải thu về cho vay ngắn hạn,0,0,0,TCH
Các khoản phải thu khác,152537845100,155155941378,165217594633,TCH
Dự phòng phải thu ngắn hạn khó đòi,0,0,0,TCH
Tài sản thiếu chờ xử lý,0,0,0,TCH
Hàng tồn kho,2688848835155,2617601584852,3294318219938,TCH
Dự phòng giảm giá hàng tồn kho,-13080053548,-12840571656,-13080053548,TCH
Tài sản ngắn hạn khác,136078073996,94490295154,162888357215,TCH
Chi phí trả trước ngắn hạn,29572400467,8794028985,20247676847,TCH
Thuế GTGT được khấu trừ,103969219449,85023281067,141692602554,TCH
Thuế và các khoản khác phải thu Nhà nước,2536454080,672985102,948077814,TCH
Giao dịch mua bán lại trái phiếu chính phủ,0,0,0,TCH
Tài sản dài hạn,1173542825321,1169237488244,1435679735276,TCH
Các khoản phải thu dài hạn,0,0,0,TCH
Phải thu dài hạn của khách hàng,0,0,0,TCH
Trả trước dài hạn người bán,0,0,0,TCH
Vốn kinh doanh ở đơn vị trực thuộc,0,0,0,TCH
Phải thu dài hạn nội bộ,0,0,0,TCH
Phải thu về cho vay dài hạn,0,0,0,TCH
Phải thu dài hạn khác,0,0,0,TCH
Dự phòng phải thu dài hạn khó đòi,0,0,0,TCH
Tài sản cố định,114462761851,114130897677,111530188367,TCH
Tài sản cố định hữu hình,57073390976,56699342410,54183001884,TCH
Nguyên giá TSCĐHH,106336444109,109711684560,106336444109,TCH
Hao mòn TSCĐHH,-49263053133,-53012342150,-52153442225,TCH
Tài sản cố định thuê tài chính,0,0,0,TCH
Nguyên giá TSCĐTTC,0,0,0,TCH
Hao mòn TSCĐTTC,0,0,0,TCH
Tài sản cố định vô hình,57389370875,57431555267,57347186483,TCH
Nguyên giá TSCĐVH,61218345890,61218345890,61218345890,TCH
Hao mòn TSCĐVH,-3828975015,-3786790623,-3871159407,TCH
Chi phí xây dựng cơ bản dở dang (trước 2015),0,0,0,TCH
Bất động sản đầu tư,912993845560,921364677825,1118236326517,TCH
Nguyên giá bất động sản đầu tư,1004427013189,1007996212774,1218930938427,TCH
Hao mòn bất động sản đầu tư,-91433167629,-86631534949,-100694611910,TCH
Tài sản dở dang dài hạn,17367472545,2128409091,14955658929,TCH
"Chi phí sản xuất, kinh doanh dở dang dài hạn",0,0,0,TCH
Chi phí xây dựng cơ bản dở dang ,17367472545,2128409091,14955658929,TCH
Các khoản đầu tư tài chính dài hạn,0,0,65000000000,TCH
Đầu tư vào công ty con,0,0,0,TCH
"Đầu tư vào công ty liên kết, liên doanh",0,0,0,TCH
Đầu tư dài hạn khác,0,0,0,TCH
Dự phòng giảm giá đầu tư tài chính dài hạn,0,0,0,TCH
Đầu tư dài hạn giữ đến ngày đáo hạn,0,0,65000000000,TCH
Tài sản dài hạn khác,128718745365,131613503651,125957561463,TCH
Chi phí trả trước dài hạn,39223061963,39418749976,39160948334,TCH
Tài sản thuế thu nhập hoãn lại,70947104,60176883,81717325,TCH
"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0,0,0,TCH
Lợi thế thương mại,89424736298,92134576792,86714895804,TCH
Lợi thế thương mại (trước 2015),0,0,0,TCH
TỔNG CỘNG TÀI SẢN,10483053591351,10369637643793,11657018758706,TCH
Nợ phải trả,1161537702595,1509651520127,2186570293671,TCH
Nợ ngắn hạn,957913445554,1131575536814,1840667727648,TCH
Vay và nợ ngắn hạn,0,198824990451,78448993000,TCH
Phải trả người bán,115101691633,128677202816,105868184189,TCH
Người mua trả tiền trước,587319802162,398871080896,492942533014,TCH
Thuế và các khoản phải nộp Nhà nước,31323757291,93772581627,32170692050,TCH
Phải trả người lao động,23977694,0,0,TCH
Chi phí phải trả,41525338907,41902024130,451892419203,TCH
Phải trả nội bộ,0,0,0,TCH
Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,TCH
"Các khoản phải trả, phải nộp ngắn hạn khác",149067147167,258610008990,663868215801,TCH
"Quỹ khen thưởng, phúc lợi",6595899345,6595899345,6595899345,TCH
Doanh thu chưa thực hiện ngắn hạn,25622694111,4290662770,8880791046,TCH
Dự phòng phải trả ngắn hạn,1333137244,31085789,0,TCH
Quỹ bình ổn giá,0,0,0,TCH
Nợ dài hạn,203624257041,378075983313,345902566023,TCH
Phải trả dài hạn người bán,0,0,0,TCH
Người mua trả trước dài hạn,0,0,0,TCH
Chi phí phải trả dài hạn,0,0,0,TCH
Phải trả nội bộ về vốn kinh doanh,0,0,0,TCH
Phải trả dài hạn nội bộ,0,0,0,TCH
Phải trả dài hạn khác,22660112904,21016702322,21808955304,TCH
Vay và nợ dài hạn,130564486222,42261455658,264343557258,TCH
Trái phiếu chuyển đổi,0,239127288420,0,TCH
Cổ phiếu ưu đãi,0,0,0,TCH
Thuế thu nhập hoãn lại phải trả,7278460148,6902875500,7626998296,TCH
Dự phòng trợ cấp mất việc làm,0,0,0,TCH
Doanh thu chưa thực hiện dài hạn,36760246510,58334009615,44428966664,TCH
Quỹ phát triển khoa học và công nghệ,0,0,0,TCH
Dự phòng phải trả dài hạn,6360951257,10433651798,7694088501,TCH
Vốn chủ sở hữu,9321515888756,8859986123666,9470448465035,TCH
Vốn và các quỹ,9321515888756,8859986123666,9470448465035,TCH
Vốn góp,3991757440000,3841602840000,3991757440000,TCH
Cổ phiếu phổ thông,3991757440000,3841602840000,3991757440000,TCH
Thặng dư vốn cổ phần,285396081864,164596100922,285396081864,TCH
Quyền chọn chuyển đổi trái phiếu,0,18413885076,0,TCH
Vốn khác của chủ sở hữu,0,0,0,TCH
Cổ phiếu quỹ,0,-219996488178,0,TCH
Chênh lệch đánh giá lại tài sản,0,0,0,TCH
Chênh lệch tỷ giá hối đoái,0,0,0,TCH
Quỹ đầu tư phát triển,0,0,0,TCH
Quỹ dự phòng tài chính,0,0,0,TCH
Quỹ khác thuộc vốn chủ sở hữu,0,0,0,TCH
Lợi nhuận sau thuế chưa phân phối,1803073862184,1623674568724,1930784328071,TCH
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,1661491365248,946978114138,1716283714974,TCH
Lợi nhuận sau thuế chưa phân phối kỳ này,141582496936,676696454586,214500613097,TCH
Lợi ích cổ đông không kiểm soát,3241288504708,3431695217122,3262510615100,TCH
Quỹ hỗ trợ sắp xếp doanh nghiệp,0,0,0,TCH
Nguồn vốn đầu tư XDCB,0,0,0,TCH
Nguồn kinh phí và quỹ khác,0,0,0,TCH
"Quỹ khen thưởng, phúc lợi (trước 2010)",0,0,0,TCH
Vốn ngân sách nhà nước,0,0,0,TCH
Nguồn kinh phí đã hình thành TSCĐ,0,0,0,TCH
Lợi ích của cổ đông không kiểm soát (trước 2015),0,0,0,TCH
TỔNG CỘNG NGUỒN VỐN,10483053591351,10369637643793,11657018758706,TCH
"Tiền mặt, vàng bạc, đá quí",2194774000000,2351092000000,,HDB
Tiền gửi tại NHNN,9633778000000,6209185000000,,HDB
"Tiền, vàng gửi tại các TCTD khác và cho vay các TCTD khác",44824126000000,50447584000000,,HDB
Tiền gửi tại các TCTD khác,44008716000000,49851459000000,,HDB
Cho vay các TCTD khác,815410000000,596125000000,,HDB
Dự phòng rủi ro,0,0,,HDB
Chứng khoán kinh doanh,10440600000000,10977154000000,,HDB
Dự phòng giảm giá chứng khoán kinh doanh,-3205000000,-143000000,,HDB
Các công cụ chứng khoán phái sinh và các tài sản tài chính khác,56611000000,85426000000,,HDB
Cho vay khách hàng,189796578000000,185334408000000,,HDB
Dự phòng rủi ro cho vay khách hàng,-2044494000000,-1945073000000,,HDB
Hoạt động mua nợ,0,0,,HDB
Mua nợ,0,0,,HDB
Dự phòng rủi ro hoạt động mua nợ,0,0,,HDB
Chứng khoán đầu tư,54467346000000,53219476000000,,HDB
Sẵn sàng để bán,29205781000000,28693530000000,,HDB
Đầu tư giữ đến ngày đáo hạn,25349148000000,24612582000000,,HDB
Dự phòng giảm giá chứng khoán đầu tư,-87583000000,-86636000000,,HDB
"Góp vốn, đầu tư dài hạn",143003000000,153636000000,,HDB
Đầu tư vào công ty con,0,0,,HDB
"Đầu tư vào công ty liên doanh, liên kết",0,0,,HDB
Góp vốn liên doanh,0,0,,HDB
Đầu tư vào công ty liên kết,0,0,,HDB
Đầu tư dài hạn khác,166421000000,185117000000,,HDB
Dự phòng giảm giá đầu tư dài hạn,-23418000000,-31481000000,,HDB
Tài sản cố định,1179213000000,1198085000000,,HDB
Tài sản cố định hữu hình,596011000000,604856000000,,HDB
Nguyên giá TSCĐHH,1360248000000,1344603000000,,HDB
Hao mòn TSCĐHH,-764237000000,-739747000000,,HDB
Tài sản cố định thuê tài chính,0,0,,HDB
Nguyên giá TSCĐTTC,0,0,,HDB
Hao mòn TSCĐTTC,0,0,,HDB
Tài sản cố định vô hình,583202000000,593229000000,,HDB
Nguyên giá TSCĐVH,834627000000,832993000000,,HDB
Hao mòn TSCĐVH,-251425000000,-239764000000,,HDB
Bất động sản đầu tư,20835000000,20847000000,,HDB
Nguyên giá bất động sản đầu tư,21058000000,21058000000,,HDB
Hao mòn bất động sản đầu tư,-223000000,-211000000,,HDB
Tài sản Có khác,18213053000000,15824549000000,,HDB
Các khoản phải thu,12606066000000,10475245000000,,HDB
"Các khoản lãi, phí phải thu",3601918000000,3383654000000,,HDB
Tài sản thuế TNDN hoãn lại,0,0,,HDB
Tài sản có khác,2047343000000,2005366000000,,HDB
Trong đó: Lợi thế thương mại,13446000000,14887000000,,HDB
Dự phòng rủi ro cho các tài sản Có nội bảng khác,-42274000000,-39716000000,,HDB
TỔNG CỘNG NGUỒN VỐN,330969917000000,325821442000000,,HDB
Nợ phải trả,303239461000000,299409970000000,,HDB
Các khoản nợ Chính phủ và NHNN,117309000000,130009000000,,HDB
Tiền gửi và vay các TCTD khác,60258786000000,69869067000000,,HDB
Tiền gửi của các TCTD khác,31820877000000,44790246000000,,HDB
Vay các TCTD khác,28437909000000,25078821000000,,HDB
Tiền gửi của khách hàng,198533937000000,184987517000000,,HDB
Các công cụ tài chính phái sinh và các khoản nợ tài chính khác,0,0,,HDB
"Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro",3022568000000,3029863000000,,HDB
Phát hành giấy tờ có giá,33315209000000,34278134000000,,HDB
Các khoản nợ khác,7991652000000,7115380000000,,HDB
"Các khoản lãi, phí phải trả",4685501000000,4809515000000,,HDB
Thuế TNDN hoãn lại phải trả,4664000000,4664000000,,HDB
Các khoản phải trả và công nợ khác,3301487000000,2301201000000,,HDB
Dự phòng rủi ro khác,0,0,,HDB
Vốn chủ sở hữu,27730456000000,26411472000000,,HDB
Vốn và các quỹ,16211085000000,16211085000000,,HDB
Vốn góp,16088488000000,16088488000000,,HDB
Nguồn vốn đầu tư XDCB,89000000,89000000,,HDB
Thặng dư vốn cổ phần,535956000000,535956000000,,HDB
Cổ phiếu quỹ,-413448000000,-413448000000,,HDB
Cổ phiếu ưu đãi,0,0,,HDB
Vốn khác của chủ sở hữu,0,0,,HDB
Các Quỹ,2492954000000,1844467000000,,HDB
Chênh lệch tỷ giá hối đoái,37952000000,29923000000,,HDB
Chênh lệch đánh giá lại tài sản,0,0,,HDB
Lợi nhuận sau thuế chưa phân phối,7395450000000,6502578000000,,HDB
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,0,0,,HDB
Lợi nhuận sau thuế chưa phân phối kỳ này,7395450000000,6502578000000,,HDB
Lợi ích cổ đông không kiểm soát,1593015000000,1823419000000,,HDB
Lợi ích của cổ đông không kiểm soát (trước 2015),0,0,,HDB
Nghĩa vụ nợ tiềm ẩn,6055614000000,6038003000000,,HDB
Thư tín dụng,0,0,,HDB
Thư tín dụng trả ngay,0,0,,HDB
Thư tín dụng trả chậm,0,0,,HDB
Thư tín dụng khác,0,0,,HDB
Bảo lãnh tín dụng,6055614000000,6038003000000,,HDB
Bảo lãnh vay vốn,13225000000,12185000000,,HDB
Bảo lãnh thanh toán,0,0,,HDB
Bảo lãnh thực hiện hợp đồng,0,0,,HDB
Bảo lãnh dự thầu,0,0,,HDB
Bảo lãnh xuất khẩu,0,0,,HDB
Bảo lãnh khác,6042389000000,6025818000000,,HDB
Cam kết tín dụng,105970545000000,120402585000000,,HDB
Cam kết trong giao dịch hối đoái,86432143000000,101628233000000,,HDB
Cam kết mua ngoại tệ,10381896000000,8960898000000,,HDB
Cam kết bán ngoại tệ,11240226000000,10623897000000,,HDB
Cam kết hoán đổi ngoại tệ,64810021000000,82043438000000,,HDB
Cam kết giao dịch tương lại,0,0,,HDB
Cam kết cho vay không hủy ngang,0,0,,HDB
Cam kết trong nghiệp vụ L/C,5891292000000,5302682000000,,HDB
Cam kết khác,13647110000000,13471670000000,,HDB
Tiền và các khoản tương đương tiền,8417973000000,7746445000000,0,VHM
Tiền,2363795000000,3309282000000,0,VHM
Các khoản tương đương tiền,6054178000000,4437163000000,0,VHM
Các khoản đầu tư tài chính ngắn hạn,5629801000000,1795510000000,0,VHM
Đầu tư ngắn hạn,558316000000,0,0,VHM
Dự phòng giảm giá đầu tư ngắn hạn,0,0,0,VHM
Đầu tư giữ đến ngày đáo hạn,5071485000000,1795510000000,0,VHM
Các khoản phải thu ngắn hạn,42835185000000,34311891000000,0,VHM
Phải thu khách hàng,11588782000000,11034451000000,0,VHM
Trả trước cho người bán,8991933000000,9225582000000,0,VHM
Phải thu nội bộ ngắn hạn,0,0,0,VHM
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,VHM
Phải thu về cho vay ngắn hạn,12924863000000,7760463000000,0,VHM
Các khoản phải thu khác,9410991000000,6342106000000,0,VHM
Dự phòng phải thu ngắn hạn khó đòi,-81384000000,-50711000000,0,VHM
Tài sản thiếu chờ xử lý,0,0,0,VHM
Hàng tồn kho,35875029000000,41595779000000,0,VHM
Dự phòng giảm giá hàng tồn kho,-40117000000,-37579000000,0,VHM
Tài sản ngắn hạn khác,8975733000000,8593722000000,0,VHM
Chi phí trả trước ngắn hạn,773149000000,1391501000000,0,VHM
Thuế GTGT được khấu trừ,298557000000,331267000000,0,VHM
Thuế và các khoản khác phải thu Nhà nước,34329000000,38479000000,0,VHM
Giao dịch mua bán lại trái phiếu chính phủ,0,0,0,VHM
Tài sản dài hạn,109115772000000,113671327000000,0,VHM
Các khoản phải thu dài hạn,6007140000000,11040602000000,0,VHM
Phải thu dài hạn của khách hàng,0,0,0,VHM
Trả trước dài hạn người bán,0,0,0,VHM
Vốn kinh doanh ở đơn vị trực thuộc,0,0,0,VHM
Phải thu dài hạn nội bộ,0,0,0,VHM
Phải thu về cho vay dài hạn,2000000000,4000000000000,0,VHM
Phải thu dài hạn khác,6005140000000,7040602000000,0,VHM
Dự phòng phải thu dài hạn khó đòi,0,0,0,VHM
Tài sản cố định,6051979000000,5839814000000,0,VHM
Tài sản cố định hữu hình,5836402000000,5620169000000,0,VHM
Nguyên giá TSCĐHH,6191025000000,5895713000000,0,VHM
Hao mòn TSCĐHH,-354623000000,-275544000000,0,VHM
Tài sản cố định thuê tài chính,0,0,0,VHM
Nguyên giá TSCĐTTC,0,0,0,VHM
Hao mòn TSCĐTTC,0,0,0,VHM
Tài sản cố định vô hình,215577000000,219645000000,0,VHM
Nguyên giá TSCĐVH,315117000000,315238000000,0,VHM
Hao mòn TSCĐVH,-99540000000,-95593000000,0,VHM
Chi phí xây dựng cơ bản dở dang (trước 2015),0,0,0,VHM
Bất động sản đầu tư,11512342000000,8636399000000,0,VHM
Nguyên giá bất động sản đầu tư,12218565000000,9245549000000,0,VHM
Hao mòn bất động sản đầu tư,-706223000000,-609150000000,0,VHM
Tài sản dở dang dài hạn,32259336000000,33350559000000,0,VHM
"Chi phí sản xuất, kinh doanh dở dang dài hạn",0,0,0,VHM
Chi phí xây dựng cơ bản dở dang ,32259336000000,33350559000000,0,VHM
Các khoản đầu tư tài chính dài hạn,10059936000000,9992478000000,0,VHM
Đầu tư vào công ty con,0,0,0,VHM
"Đầu tư vào công ty liên kết, liên doanh",3456534000000,3445914000000,0,VHM
Đầu tư dài hạn khác,6418722000000,6361884000000,0,VHM
Dự phòng giảm giá đầu tư tài chính dài hạn,0,0,0,VHM
Đầu tư dài hạn giữ đến ngày đáo hạn,184680000000,184680000000,0,VHM
Tài sản dài hạn khác,43225039000000,44811475000000,0,VHM
Chi phí trả trước dài hạn,1768369000000,2337136000000,0,VHM
Tài sản thuế thu nhập hoãn lại,453195000000,360506000000,0,VHM
"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0,0,0,VHM
Lợi thế thương mại,2523705000000,2601727000000,0,VHM
Lợi thế thương mại (trước 2015),0,0,0,VHM
TỔNG CỘNG TÀI SẢN,210849493000000,207714674000000,0,VHM
Nợ phải trả,111402165000000,113109997000000,0,VHM
Nợ ngắn hạn,94918698000000,93266933000000,0,VHM
Vay và nợ ngắn hạn,9977807000000,9365037000000,0,VHM
Phải trả người bán,12228773000000,11280356000000,0,VHM
Người mua trả tiền trước,23025587000000,25293296000000,0,VHM
Thuế và các khoản phải nộp Nhà nước,5131346000000,1822129000000,0,VHM
Phải trả người lao động,0,0,0,VHM
Chi phí phải trả,17175856000000,12740693000000,0,VHM
Phải trả nội bộ,0,0,0,VHM
Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,VHM
"Các khoản phải trả, phải nộp ngắn hạn khác",26164596000000,31672763000000,0,VHM
"Quỹ khen thưởng, phúc lợi",0,0,0,VHM
Doanh thu chưa thực hiện ngắn hạn,564274000000,579209000000,0,VHM
Dự phòng phải trả ngắn hạn,650459000000,513450000000,0,VHM
Quỹ bình ổn giá,0,0,0,VHM
Nợ dài hạn,16483467000000,19843064000000,0,VHM
Phải trả dài hạn người bán,0,0,0,VHM
Người mua trả trước dài hạn,0,0,0,VHM
Chi phí phải trả dài hạn,1354399000000,1132534000000,0,VHM
Phải trả nội bộ về vốn kinh doanh,0,0,0,VHM
Phải trả dài hạn nội bộ,0,0,0,VHM
Phải trả dài hạn khác,243198000000,2990484000000,0,VHM
Vay và nợ dài hạn,12884057000000,13730672000000,0,VHM
Trái phiếu chuyển đổi,0,0,0,VHM
Cổ phiếu ưu đãi,0,0,0,VHM
Thuế thu nhập hoãn lại phải trả,179455000000,198873000000,0,VHM
Dự phòng trợ cấp mất việc làm,0,0,0,VHM
Doanh thu chưa thực hiện dài hạn,1404622000000,1411785000000,0,VHM
Quỹ phát triển khoa học và công nghệ,0,0,0,VHM
Dự phòng phải trả dài hạn,417736000000,378716000000,0,VHM
Vốn chủ sở hữu,99447328000000,94604677000000,0,VHM
Vốn và các quỹ,99447328000000,94604677000000,0,VHM
Vốn góp,33495139000000,33495139000000,0,VHM
Cổ phiếu phổ thông,33495139000000,33495139000000,0,VHM
Thặng dư vốn cổ phần,295000000000,295000000000,0,VHM
Quyền chọn chuyển đổi trái phiếu,0,0,0,VHM
Vốn khác của chủ sở hữu,0,0,0,VHM
Cổ phiếu quỹ,-5549929000000,-5549929000000,0,VHM
Chênh lệch đánh giá lại tài sản,0,0,0,VHM
Chênh lệch tỷ giá hối đoái,0,0,0,VHM
Quỹ đầu tư phát triển,0,0,0,VHM
Quỹ dự phòng tài chính,0,0,0,VHM
Quỹ khác thuộc vốn chủ sở hữu,524355000000,1200896000000,0,VHM
Lợi nhuận sau thuế chưa phân phối,67057265000000,61655554000000,0,VHM
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,51320134000000,56259405000000,0,VHM
Lợi nhuận sau thuế chưa phân phối kỳ này,15737131000000,5396149000000,0,VHM
Lợi ích cổ đông không kiểm soát,3625498000000,3508017000000,0,VHM
Quỹ hỗ trợ sắp xếp doanh nghiệp,0,0,0,VHM
Nguồn vốn đầu tư XDCB,0,0,0,VHM
Nguồn kinh phí và quỹ khác,0,0,0,VHM
"Quỹ khen thưởng, phúc lợi (trước 2010)",0,0,0,VHM
Vốn ngân sách nhà nước,0,0,0,VHM
Nguồn kinh phí đã hình thành TSCĐ,0,0,0,VHM
Lợi ích của cổ đông không kiểm soát (trước 2015),0,0,0,VHM
TỔNG CỘNG NGUỒN VỐN,210849493000000,207714674000000,0,VHM
Tiền và các khoản tương đương tiền,2309153000000,3013452000000,2689495000000,VRE
Tiền,547800000000,1067373000000,427855000000,VRE
Các khoản tương đương tiền,1761353000000,1946079000000,2261640000000,VRE
Các khoản đầu tư tài chính ngắn hạn,674165000000,1108729000000,174517000000,VRE
Đầu tư ngắn hạn,0,0,0,VRE
Dự phòng giảm giá đầu tư ngắn hạn,0,0,0,VRE
Đầu tư giữ đến ngày đáo hạn,674165000000,1108729000000,174517000000,VRE
Các khoản phải thu ngắn hạn,1313544000000,1451733000000,1630616000000,VRE
Phải thu khách hàng,1134012000000,1212853000000,1462495000000,VRE
Trả trước cho người bán,68715000000,79423000000,49098000000,VRE
Phải thu nội bộ ngắn hạn,0,0,0,VRE
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,VRE
Phải thu về cho vay ngắn hạn,0,0,0,VRE
Các khoản phải thu khác,149396000000,190019000000,194257000000,VRE
Dự phòng phải thu ngắn hạn khó đòi,-38579000000,-30562000000,-75234000000,VRE
Tài sản thiếu chờ xử lý,0,0,0,VRE
Hàng tồn kho,289541000000,286213000000,280049000000,VRE
Dự phòng giảm giá hàng tồn kho,0,0,0,VRE
Tài sản ngắn hạn khác,1121955000000,76453000000,1136551000000,VRE
Chi phí trả trước ngắn hạn,59132000000,33283000000,72869000000,VRE
Thuế GTGT được khấu trừ,22461000000,42770000000,23195000000,VRE
Thuế và các khoản khác phải thu Nhà nước,362000000,400000000,487000000,VRE
Giao dịch mua bán lại trái phiếu chính phủ,0,0,0,VRE
Tài sản dài hạn,32205269000000,33843608000000,31835098000000,VRE
Các khoản phải thu dài hạn,7500000000,1257500000000,7500000000,VRE
Phải thu dài hạn của khách hàng,0,0,0,VRE
Trả trước dài hạn người bán,0,0,0,VRE
Vốn kinh doanh ở đơn vị trực thuộc,0,0,0,VRE
Phải thu dài hạn nội bộ,0,0,0,VRE
Phải thu về cho vay dài hạn,0,1250000000000,0,VRE
Phải thu dài hạn khác,7500000000,7500000000,7500000000,VRE
Dự phòng phải thu dài hạn khó đòi,0,0,0,VRE
Tài sản cố định,434197000000,440007000000,437314000000,VRE
Tài sản cố định hữu hình,418035000000,421904000000,423113000000,VRE
Nguyên giá TSCĐHH,599801000000,595285000000,612132000000,VRE
Hao mòn TSCĐHH,-181766000000,-173381000000,-189019000000,VRE
Tài sản cố định thuê tài chính,0,0,0,VRE
Nguyên giá TSCĐTTC,0,0,0,VRE
Hao mòn TSCĐTTC,0,0,0,VRE
Tài sản cố định vô hình,16162000000,18103000000,14201000000,VRE
Nguyên giá TSCĐVH,54391000000,54391000000,54391000000,VRE
Hao mòn TSCĐVH,-38229000000,-36288000000,-40190000000,VRE
Chi phí xây dựng cơ bản dở dang (trước 2015),0,0,0,VRE
Bất động sản đầu tư,27031141000000,27386086000000,26685367000000,VRE
Nguyên giá bất động sản đầu tư,33696324000000,33709086000000,33692823000000,VRE
Hao mòn bất động sản đầu tư,-6665183000000,-6323000000000,-7007456000000,VRE
Tài sản dở dang dài hạn,1001242000000,971166000000,1013392000000,VRE
"Chi phí sản xuất, kinh doanh dở dang dài hạn",0,0,0,VRE
Chi phí xây dựng cơ bản dở dang ,1001242000000,971166000000,1013392000000,VRE
Các khoản đầu tư tài chính dài hạn,0,0,0,VRE
Đầu tư vào công ty con,0,0,0,VRE
"Đầu tư vào công ty liên kết, liên doanh",0,0,0,VRE
Đầu tư dài hạn khác,0,0,0,VRE
Dự phòng giảm giá đầu tư tài chính dài hạn,0,0,0,VRE
Đầu tư dài hạn giữ đến ngày đáo hạn,0,0,0,VRE
Tài sản dài hạn khác,3731189000000,3788849000000,3691525000000,VRE
Chi phí trả trước dài hạn,435434000000,474948000000,413916000000,VRE
Tài sản thuế thu nhập hoãn lại,16032000000,16032000000,16032000000,VRE
"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0,0,2981820000000,VRE
Lợi thế thương mại,297903000000,316049000000,279757000000,VRE
Lợi thế thương mại (trước 2015),0,0,0,VRE
TỔNG CỘNG TÀI SẢN,37913627000000,39780188000000,37746326000000,VRE
Nợ phải trả,7409046000000,9663235000000,7217370000000,VRE
Nợ ngắn hạn,3040554000000,5266410000000,2857864000000,VRE
Vay và nợ ngắn hạn,19887000000,2567614000000,19887000000,VRE
Phải trả người bán,538116000000,606002000000,500213000000,VRE
Người mua trả tiền trước,399321000000,169071000000,467230000000,VRE
Thuế và các khoản phải nộp Nhà nước,434567000000,231410000000,280609000000,VRE
Phải trả người lao động,0,324000000,0,VRE
Chi phí phải trả,670952000000,702853000000,585162000000,VRE
Phải trả nội bộ,0,0,0,VRE
Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,VRE
"Các khoản phải trả, phải nộp ngắn hạn khác",851005000000,822540000000,854840000000,VRE
"Quỹ khen thưởng, phúc lợi",2896000000,2896000000,2896000000,VRE
Doanh thu chưa thực hiện ngắn hạn,107653000000,147668000000,130807000000,VRE
Dự phòng phải trả ngắn hạn,16157000000,16032000000,16220000000,VRE
Quỹ bình ổn giá,0,0,0,VRE
Nợ dài hạn,4368492000000,4396825000000,4359506000000,VRE
Phải trả dài hạn người bán,0,0,0,VRE
Người mua trả trước dài hạn,0,0,0,VRE
Chi phí phải trả dài hạn,0,0,0,VRE
Phải trả nội bộ về vốn kinh doanh,0,0,0,VRE
Phải trả dài hạn nội bộ,0,0,0,VRE
Phải trả dài hạn khác,1076404000000,1109239000000,1061480000000,VRE
Vay và nợ dài hạn,3128121000000,3118671000000,3128216000000,VRE
Trái phiếu chuyển đổi,0,0,0,VRE
Cổ phiếu ưu đãi,0,0,0,VRE
Thuế thu nhập hoãn lại phải trả,77177000000,77670000000,76690000000,VRE
